"","num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
"1935",1935,29,6,6,10,2,1,101,1,12,1,24,3,1,3,3,1981,1,32,9
"1936",1936,29,6,6,22,4,1,115,2,99,1,28,4,1,3,2,9999,1,11,9
"1937",1937,29,6,6,16,3,1,110,2,99,1,22,3,1,12,7,9999,2,3,9
"1938",1938,29,6,6,1,1,5,501,2,99,2,24,3,1,4,5,9999,2,42,9
"1939",1939,29,6,6,18,4,10,1001,2,99,1,30,5,1,4,1,2007,1,2,9
"1940",1940,29,6,6,2,1,9,901,2,99,1,41,7,1,99,99,9999,1,99,9
"1941",1941,29,6,6,7,2,9,901,2,99,9,999,12,9,9,8,9999,3,22,9
"1942",1942,29,6,6,7,2,12,1201,1,2,1,24,3,1,10,6,9999,1,44,9
"1943",1943,29,6,6,12,3,13,1301,2,99,1,26,4,1,5,2,2011,1,99,9
"1944",1944,29,6,6,4,1,16,1601,2,99,2,22,3,1,3,99,9999,2,99,9
"1945",1945,29,6,6,3,1,15,1501,2,99,1,20,3,1,6,6,1979,1,29,9
"1946",1946,29,6,6,21,4,3,301,2,99,1,62,11,1,2,99,1995,1,99,9
"1947",1947,30,6,7,3,1,1,101,1,1,1,999,12,1,1,99,9999,1,99,9
"1948",1948,30,6,7,1,1,1,101,1,6,1,999,12,1,1,99,9999,1,21,9
"1949",1949,30,6,7,14,3,1,101,1,6,1,999,12,1,99,99,9999,1,99,9
"1950",1950,30,6,7,21,4,1,101,1,12,1,24,3,1,4,5,9999,3,99,9
"1951",1951,30,6,7,17,3,1,101,1,12,1,32,5,1,1,4,1994,1,30,9
"1952",1952,30,6,7,1,1,1,101,1,11,1,17,2,2,2,5,2001,1,20,9
"1953",1953,30,6,7,17,3,1,115,2,99,1,35,6,1,1,4,2008,1,4,9
"1954",1954,30,6,7,1,1,19,1901,2,99,1,19,2,1,4,5,9999,1,42,9
"1955",1955,30,6,7,7,2,19,1901,2,99,1,38,6,1,1,4,1994,1,37,9
"1956",1956,30,6,7,22,4,5,501,2,99,1,999,12,9,4,5,9999,2,14,9
"1957",1957,30,6,7,22,4,10,1001,2,99,1,20,3,1,4,99,9999,3,21,2
"1958",1958,30,6,7,6,2,13,1301,2,99,1,25,4,1,3,99,9999,4,99,9
"1959",1959,30,6,7,11,2,15,1501,2,99,1,28,4,1,4,5,9999,3,24,9
"1960",1960,30,6,7,17,3,18,1801,2,99,9,999,12,9,3,3,9999,1,44,9
"1961",1961,30,6,7,17,3,7,710,2,99,1,39,6,1,2,5,2000,2,5,9
"1962",1962,30,6,7,19,4,3,301,2,99,1,34,5,1,3,1,2002,1,32,9
"1963",1963,1,7,1,7,2,1,101,1,1,1,37,6,1,4,99,1978,2,40,1
"1964",1964,1,7,1,13,3,1,101,1,3,1,49,8,1,1,1,9999,1,17,1
"1965",1965,1,7,1,16,3,1,101,1,1,1,35,6,1,1,1,1998,1,46,2
"1966",1966,1,7,1,4,1,1,101,1,21,1,28,4,1,4,5,2012,2,45,1
"1967",1967,1,7,1,1,1,1,101,1,7,1,47,8,1,3,4,2007,2,34,1
"1968",1968,1,7,1,7,2,1,101,1,7,1,22,3,1,1,9,1999,1,34,2
"1969",1969,1,7,1,11,2,1,101,1,11,1,56,10,1,4,1,9999,1,21,1
"1970",1970,1,7,1,10,2,1,101,1,21,1,999,12,1,1,99,9999,1,99,9
"1971",1971,1,7,1,3,1,1,115,2,99,1,24,3,1,3,4,2011,2,32,2
"1972",1972,1,7,1,21,4,1,117,1,9,1,25,4,1,4,5,9999,1,99,1
"1973",1973,1,7,1,6,2,22,2205,2,99,1,999,12,1,2,5,9999,1,37,1
"1974",1974,1,7,1,23,4,5,502,2,99,1,999,12,1,9,3,9999,1,44,1
"1975",1975,1,7,1,4,1,6,603,2,99,1,24,3,1,1,8,1990,3,34,1
"1976",1976,1,7,1,11,2,6,606,2,99,1,62,11,1,3,5,1986,3,44,1
"1977",1977,1,7,1,21,4,10,1001,2,99,1,33,5,1,1,99,9999,1,44,2
"1978",1978,1,7,1,16,3,18,1801,2,99,1,50,9,1,6,2,9999,1,15,1
"1979",1979,2,7,2,15,3,1,101,1,3,1,21,3,1,5,3,1988,1,18,1
"1980",1980,2,7,2,5,1,1,101,1,12,1,34,5,1,6,1,2002,1,15,1
"1981",1981,2,7,2,21,4,1,101,1,11,1,19,2,1,1,3,2006,2,34,1
"1982",1982,2,7,2,23,4,1,108,1,4,1,47,8,1,2,2,2000,1,34,2
"1983",1983,2,7,2,0,1,1,108,1,8,1,20,3,1,3,99,9999,3,99,1
"1984",1984,2,7,2,8,2,9,901,2,99,1,31,5,1,4,4,9999,2,99,1
"1985",1985,2,7,2,19,4,8,801,2,99,1,22,3,1,1,4,2007,3,32,1
"1986",1986,2,7,2,11,2,15,1508,2,99,1,35,6,1,4,99,9999,2,99,1
"1987",1987,2,7,2,20,4,18,1801,2,99,1,42,7,1,4,1,2012,1,42,1
"1988",1988,2,7,2,2,1,14,1401,2,99,1,23,3,1,3,1,2006,2,44,1
"1989",1989,3,7,3,20,4,22,2216,2,99,1,38,6,1,5,99,9999,1,99,1
"1990",1990,3,7,3,20,4,20,2004,2,99,1,25,4,1,4,5,9999,1,21,1
"1991",1991,3,7,3,15,3,6,601,2,99,1,22,3,1,5,2,2007,1,30,2
"1992",1992,3,7,3,13,3,12,1229,2,99,1,38,6,1,3,2,9999,3,44,1
"1993",1993,3,7,3,22,4,17,1707,2,99,1,23,3,1,3,2,9999,1,44,1
"1994",1994,4,7,4,4,1,1,101,1,10,2,35,6,1,2,4,9999,1,47,2
"1995",1995,4,7,4,21,4,9,901,1,2,1,50,9,1,1,8,9999,1,99,2
"1996",1996,5,7,5,21,4,1,101,1,1,1,27,4,1,4,3,9999,1,2,9
"1997",1997,5,7,5,23,4,1,101,2,18,1,28,4,1,4,4,9999,3,99,9
"1998",1998,5,7,5,8,2,1,102,2,99,1,999,12,1,99,99,9999,1,99,9
"1999",1999,5,7,5,23,4,1,115,2,99,1,27,4,1,4,1,9999,1,21,9
"2000",2000,5,7,5,23,4,1,110,2,99,1,25,4,1,4,5,9999,3,2,9
"2001",2001,5,7,5,19,4,1,108,1,10,1,35,6,1,4,99,9999,1,99,9
"2002",2002,5,7,5,2,1,9,901,1,3,1,41,7,1,3,1,9999,2,32,9
"2003",2003,5,7,5,7,2,9,901,2,99,1,36,6,1,4,6,9999,1,40,9
"2004",2004,5,7,5,10,2,9,901,1,3,1,21,3,1,1,9,1999,1,32,9
"2005",2005,5,7,5,19,4,17,1701,2,99,1,28,4,1,4,1,2009,1,2,9
"2006",2006,5,7,5,22,4,3,301,2,99,1,999,12,1,1,2,9999,1,32,9
"2007",2007,6,7,6,0,1,1,101,1,3,1,20,3,1,2,9,9999,1,5,9
"2008",2008,6,7,6,22,4,1,101,1,1,1,28,4,1,1,1,2005,1,5,9
"2009",2009,6,7,6,2,1,1,101,1,1,1,25,4,1,1,4,2009,1,44,9
"2010",2010,6,7,6,4,1,1,101,1,1,1,25,4,1,1,9,9999,2,37,9
"2011",2011,6,7,6,3,1,1,101,1,11,1,37,6,1,1,2,9999,1,34,2
"2012",2012,6,7,6,22,4,1,101,1,12,1,32,5,1,1,4,9999,1,99,9
"2013",2013,6,7,6,2,1,1,115,2,99,1,24,3,1,4,7,2010,2,24,9
"2014",2014,6,7,6,17,3,1,115,2,99,1,30,5,1,1,4,1995,1,44,9
"2015",2015,6,7,6,3,1,1,108,1,6,1,23,3,1,1,4,1999,2,4,2
"2016",2016,6,7,6,4,1,1,108,1,3,1,25,4,1,1,11,9999,2,32,2
"2017",2017,6,7,6,1,1,1,108,1,4,1,999,12,1,4,5,2006,3,2,9
"2018",2018,6,7,6,11,2,1,110,2,99,1,58,10,1,1,3,9999,1,99,9
"2019",2019,6,7,6,20,4,13,1301,2,99,1,31,5,1,5,99,9999,1,19,9
"2020",2020,6,7,6,16,3,16,1601,2,99,1,37,6,1,12,2,2008,1,44,9
"2021",2021,7,7,7,2,1,1,101,1,3,1,36,6,1,1,5,2000,1,32,9
"2022",2022,7,7,7,3,1,1,101,1,1,1,36,6,1,1,2,2013,1,20,9
"2023",2023,7,7,7,3,1,1,101,2,18,1,22,3,1,4,99,9999,2,99,9
"2024",2024,7,7,7,0,1,1,101,1,7,1,30,5,1,1,6,1994,2,39,9
"2025",2025,7,7,7,23,4,1,101,1,7,1,999,12,1,4,5,9999,2,99,2
"2026",2026,7,7,7,17,3,22,2201,2,99,1,30,5,1,4,99,9999,1,2,9
"2027",2027,7,7,7,13,3,19,1901,2,99,1,23,3,1,4,99,9999,1,99,9
"2028",2028,7,7,7,23,4,5,501,2,99,1,23,3,1,4,5,9999,3,99,9
"2029",2029,7,7,7,20,4,5,501,2,99,1,29,4,1,99,2,2006,1,36,2
"2030",2030,7,7,7,23,4,5,505,2,99,1,63,11,1,1,2,9999,2,34,9
"2031",2031,7,7,7,23,4,9,901,1,1,1,20,3,1,1,2,9999,2,46,9
"2032",2032,7,7,7,7,2,13,1301,2,99,1,29,4,1,3,1,1984,3,44,9
"2033",2033,7,7,7,22,4,15,1501,2,99,1,24,3,1,6,2,1986,1,99,9
"2034",2034,8,7,1,16,3,1,101,1,7,1,39,6,1,9,9,1988,1,34,9
"2035",2035,8,7,1,7,2,1,101,1,7,1,27,4,1,9,6,9999,2,20,9
"2036",2036,8,7,1,17,3,1,115,2,99,1,29,4,1,6,2,9999,1,15,9
"2037",2037,8,7,1,8,2,6,601,2,99,1,30,5,1,3,99,9999,1,99,9
"2038",2038,8,7,1,20,4,9,901,2,99,1,25,4,1,2,4,2003,1,20,9
"2039",2039,8,7,1,9,2,9,901,2,99,1,42,7,1,12,5,1993,1,22,9
"2040",2040,8,7,1,19,4,16,1601,2,99,1,25,4,1,3,11,9999,4,44,9
"2041",2041,8,7,1,1,1,4,401,2,99,1,23,3,1,1,16,1993,1,21,9
"2042",2042,9,7,2,13,3,22,2201,2,99,1,30,5,1,4,1,2011,2,24,9
"2043",2043,9,7,2,3,1,20,2001,1,99,1,47,8,1,4,3,2010,2,99,2
"2044",2044,9,7,2,23,4,5,505,2,99,1,34,5,1,1,2,9999,4,44,2
"2045",2045,9,7,2,20,4,1,101,1,21,1,55,10,1,11,5,1996,1,13,1
"2046",2046,9,7,2,8,2,6,604,2,99,1,999,12,1,3,7,9999,3,44,9
"2047",2047,9,7,2,17,3,10,1001,2,99,1,34,5,1,14,1,2011,1,2,2
"2048",2048,9,7,2,10,2,1,108,1,5,1,32,5,1,1,6,9999,1,44,1
"2049",2049,10,7,3,7,2,1,101,1,9,1,62,11,1,1,6,9999,1,20,1
"2050",2050,10,7,3,10,2,1,101,1,4,1,40,7,1,4,99,9999,2,99,1
"2051",2051,10,7,3,10,2,1,101,1,9,1,22,3,1,4,99,9999,2,99,1
"2052",2052,10,7,3,3,1,1,101,1,16,1,20,3,1,2,2,9999,3,42,1
"2053",2053,10,7,3,8,2,1,101,1,12,1,56,10,1,4,99,9999,2,99,1
"2054",2054,10,7,3,19,4,1,117,2,99,1,22,3,1,4,5,9999,1,40,1
"2055",2055,10,7,3,4,1,1,115,1,1,1,47,8,1,4,99,9999,3,99,1
"2056",2056,10,7,3,20,4,1,108,1,7,1,53,9,1,4,1,2008,1,99,1
"2057",2057,10,7,3,8,2,19,1904,2,99,1,55,10,1,12,4,2004,1,33,1
"2058",2058,10,7,3,16,3,5,511,2,99,1,47,8,1,2,6,9999,3,42,1
"2059",2059,10,7,3,23,4,6,603,2,99,1,21,3,1,3,2,1994,1,23,2
"2060",2060,10,7,3,21,4,17,1701,2,99,1,35,6,1,4,99,9999,2,99,1
"2061",2061,10,7,3,5,1,3,304,2,99,1,999,12,1,7,7,9999,1,13,1
"2062",2062,10,7,3,19,4,3,301,2,99,1,999,12,1,7,11,9999,3,99,2
"2063",2063,11,7,4,19,4,1,106,2,99,1,20,3,1,12,1,9999,2,3,1
"2064",2064,11,7,4,22,4,1,101,1,5,2,20,3,1,1,4,9999,1,44,1
"2065",2065,11,7,4,16,3,1,115,1,1,1,33,5,1,1,99,9999,1,5,1
"2066",2066,11,7,4,22,4,1,115,2,99,1,27,4,1,3,3,9999,1,44,2
"2067",2067,11,7,4,19,4,1,115,2,99,1,28,4,1,4,99,9999,3,99,1
"2068",2068,11,7,4,0,1,1,108,1,7,1,20,3,1,4,1,9999,2,24,2
"2069",2069,11,7,4,17,3,1,108,1,2,1,27,4,1,4,99,9999,3,99,1
"2070",2070,11,7,4,17,3,1,108,1,6,2,25,4,1,4,99,9999,3,99,1
"2071",2071,11,7,4,22,4,10,1002,2,99,1,19,2,1,2,14,2000,2,13,2
"2072",2072,11,7,4,21,4,9,901,2,99,1,42,7,1,2,3,9999,1,34,2
"2073",2073,11,7,4,21,4,12,1222,2,99,1,59,10,1,5,99,9999,1,99,1
"2074",2074,12,7,5,1,1,1,101,1,10,1,33,5,1,10,2,9999,1,37,1
"2075",2075,12,7,5,21,4,1,115,2,99,1,20,3,1,4,1,9999,2,42,9
"2076",2076,12,7,5,4,1,13,1301,1,8,1,25,4,1,4,5,9999,3,40,2
"2077",2077,12,7,5,10,2,2,204,2,99,1,61,11,1,1,4,9999,1,20,1
"2078",2078,12,7,5,14,3,17,1712,2,99,1,23,3,1,4,6,9999,1,42,2
"2079",2079,12,7,5,21,4,7,719,2,99,1,20,3,1,3,1,9999,2,44,2
"2080",2080,12,7,5,10,2,1,115,2,99,1,28,4,1,1,4,9999,1,32,2
"2081",2081,12,7,5,23,4,1,101,1,1,2,35,6,1,1,7,2001,1,13,2
"2082",2082,13,7,6,0,1,1,101,1,1,1,25,4,1,1,2,1998,1,32,2
"2083",2083,13,7,6,3,1,1,105,1,99,1,23,3,1,1,4,9999,1,32,2
"2084",2084,13,7,6,5,1,1,103,2,99,1,34,5,1,1,3,9999,1,37,2
"2085",2085,13,7,6,3,1,1,101,1,11,1,34,5,1,2,2,9999,1,20,9
"2086",2086,13,7,6,5,1,1,101,1,11,1,30,5,1,5,6,9999,1,33,9
"2087",2087,13,7,6,16,3,1,101,1,12,1,23,3,1,1,1,9999,3,21,2
"2088",2088,13,7,6,22,4,1,116,2,99,1,33,5,1,4,5,9999,3,24,9
"2089",2089,13,7,6,21,4,22,2201,1,1,1,27,4,1,3,4,9999,1,44,2
"2090",2090,13,7,6,13,3,19,1903,2,99,1,21,3,1,1,2,9999,1,37,2
"2091",2091,13,7,6,21,4,5,501,2,99,1,24,3,1,1,99,9999,3,5,2
"2092",2092,13,7,6,21,4,10,1015,2,99,1,19,2,1,4,1,9999,4,2,2
"2093",2093,13,7,6,17,3,9,919,2,99,1,999,12,1,3,99,9999,1,99,9
"2094",2094,13,7,6,14,3,7,706,2,99,1,39,6,1,9,6,9999,1,44,1
"2095",2095,13,7,6,21,4,4,406,2,99,1,31,5,1,3,1,1994,2,44,1
"2096",2096,14,7,7,16,3,1,101,1,7,1,20,3,1,4,1,9999,1,99,9
"2097",2097,14,7,7,2,1,1,108,1,8,1,25,4,1,1,3,9999,1,44,9
"2098",2098,14,7,7,17,3,5,501,2,99,1,34,5,1,3,1,9999,1,37,9
"2099",2099,14,7,7,23,4,5,511,2,99,1,25,4,1,3,2,9999,1,37,9
"2100",2100,14,7,7,23,4,8,801,2,99,1,34,5,1,3,5,9999,1,44,9
"2101",2101,15,7,1,20,4,1,105,1,6,1,24,3,1,9,2,9999,1,39,9
"2102",2102,15,7,1,11,2,1,102,2,99,2,23,3,1,1,4,2013,1,37,9
"2103",2103,15,7,1,12,3,1,115,2,99,1,28,4,1,12,1,1991,1,22,9
"2104",2104,15,7,1,10,2,10,1001,2,99,1,16,2,2,4,5,9999,1,21,9
"2105",2105,15,7,1,23,4,18,1801,2,99,1,24,3,1,4,5,9999,1,42,9
"2106",2106,15,7,1,1,1,14,1401,2,99,1,40,7,1,3,4,2000,1,44,9
"2107",2107,16,7,2,15,3,1,101,1,18,1,24,3,1,4,3,9999,1,99,9
"2108",2108,16,7,2,23,4,1,115,2,99,1,30,5,1,4,5,2012,1,24,9
"2109",2109,16,7,2,17,3,1,110,1,8,1,28,4,1,4,1,9999,1,40,9
"2110",2110,16,7,2,17,3,19,1901,2,99,1,56,10,1,3,9,1997,1,32,9
"2111",2111,16,7,2,0,1,16,1601,2,99,1,27,4,1,3,2,2012,1,44,9
"2112",2112,16,7,2,23,4,14,1401,2,99,1,26,4,1,1,11,9999,2,32,9
"2113",2113,16,7,2,0,1,7,701,2,99,1,28,4,1,4,3,9999,1,42,9
"2114",2114,17,7,3,23,4,1,101,1,9,1,28,4,1,2,4,9999,1,13,9
"2115",2115,17,7,3,1,1,1,102,2,99,1,25,4,1,1,5,2006,1,32,9
"2116",2116,17,7,3,20,4,1,101,1,12,1,23,3,1,4,1,9999,1,42,9
"2117",2117,17,7,3,16,3,1,115,1,5,1,27,4,1,4,3,9999,1,99,9
"2118",2118,17,7,3,19,4,21,2101,2,99,1,31,5,1,2,1,9999,2,13,9
"2119",2119,17,7,3,17,3,6,601,2,99,1,37,6,1,2,5,1996,1,42,9
"2120",2120,17,7,3,9,2,6,601,2,99,1,35,6,1,4,99,9999,1,2,9
"2121",2121,17,7,3,20,4,18,1801,2,99,1,40,7,1,4,2,9999,1,21,9
"2122",2122,17,7,3,23,4,18,1801,2,99,1,26,4,1,6,1,9999,1,15,9
"2123",2123,18,7,4,14,3,1,101,1,1,1,51,9,1,4,5,9999,1,2,9
"2124",2124,18,7,4,2,1,1,110,1,3,1,35,6,1,3,4,9999,2,23,2
"2125",2125,18,7,4,2,1,22,2201,2,99,1,28,4,1,1,11,9999,4,32,9
"2126",2126,18,7,4,9,2,20,2001,2,99,1,16,2,2,4,99,9999,3,99,9
"2127",2127,18,7,4,11,2,5,501,2,99,1,36,6,1,3,6,9999,2,13,9
"2128",2128,18,7,4,21,4,5,501,2,99,1,38,6,1,3,5,9999,1,44,9
"2129",2129,18,7,4,16,3,10,1001,2,99,1,40,7,1,12,2,1981,1,99,9
"2130",2130,18,7,4,0,1,11,1101,1,1,1,999,12,1,1,99,9999,1,32,9
"2131",2131,18,7,4,19,4,9,901,2,99,1,25,4,1,3,2,2012,1,44,9
"2132",2132,18,7,4,16,3,12,1201,2,99,1,29,4,1,3,99,9999,1,99,9
"2133",2133,18,7,4,13,3,16,1601,2,99,1,34,5,1,1,2,2009,1,20,9
"2134",2134,19,7,5,9,2,1,101,1,1,1,30,5,1,12,1,1993,1,33,1
"2135",2135,19,7,5,17,3,1,101,1,4,1,54,9,1,1,2,1997,1,5,1
"2136",2136,19,7,5,18,4,1,101,1,8,1,30,5,1,1,3,2001,1,37,2
"2137",2137,19,7,5,16,3,1,101,1,13,1,999,12,1,12,2,1990,3,22,9
"2138",2138,19,7,5,22,4,1,101,1,12,1,33,5,1,1,2,1999,1,20,2
"2139",2139,19,7,5,18,4,1,101,1,7,1,999,12,1,1,2,9999,1,99,9
"2140",2140,19,7,5,0,1,1,114,2,99,1,999,12,1,4,5,9999,3,2,1
"2141",2141,19,7,5,18,4,1,108,1,4,1,46,8,1,3,5,1986,1,37,1
"2142",2142,19,7,5,1,1,5,502,2,99,1,19,2,1,4,99,9999,1,99,9
"2143",2143,19,7,5,21,4,9,901,1,1,1,25,4,1,2,3,9999,2,42,1
"2144",2144,19,7,5,21,4,13,1323,2,99,1,26,4,1,5,2,1995,1,34,2
"2145",2145,19,7,5,6,2,18,1801,2,99,2,24,3,1,3,4,2013,1,32,1
"2146",2146,19,7,5,17,3,7,719,2,99,1,45,8,1,2,3,1999,1,34,2
"2147",2147,20,7,6,17,3,21,2107,2,99,1,18,2,1,4,1,9999,2,99,1
"2148",2148,20,7,6,14,3,5,501,2,99,1,999,12,1,7,99,1995,3,22,9
"2149",2149,20,7,6,18,4,11,1101,1,1,1,60,11,1,2,6,9999,1,44,9
"2150",2150,21,7,7,19,4,1,101,1,1,1,999,12,1,99,99,9999,1,99,9
"2151",2151,21,7,7,8,2,1,101,1,6,1,26,4,1,4,2,9999,1,42,1
"2152",2152,21,7,7,20,4,1,101,1,12,1,27,4,1,1,2,9999,1,21,9
"2153",2153,21,7,7,10,2,1,101,1,7,1,21,3,1,1,5,9999,2,21,2
"2154",2154,21,7,7,14,3,1,101,1,7,2,37,6,1,1,14,9999,1,20,1
"2155",2155,21,7,7,14,3,1,108,1,1,1,32,5,1,1,2,2000,2,20,9
"2156",2156,21,7,7,22,4,22,2214,2,99,1,58,10,1,3,4,2006,1,44,9
"2157",2157,21,7,7,21,4,9,901,2,99,1,55,10,1,1,3,9999,1,32,9
"2158",2158,21,7,7,15,3,9,901,1,1,1,20,3,1,3,1,9999,2,44,2
"2159",2159,21,7,7,19,4,12,1201,2,99,1,999,12,1,99,99,9999,1,99,9
"2160",2160,21,7,7,1,1,13,1301,1,4,1,34,5,1,4,1,2012,1,24,9
"2161",2161,21,7,7,23,4,2,204,2,99,1,999,12,1,99,99,9999,1,99,9
"2162",2162,21,7,7,8,2,14,1401,2,99,1,45,8,1,7,7,9999,1,22,1
"2163",2163,21,7,7,2,1,4,401,2,99,1,30,5,1,5,2,9999,1,99,1
"2164",2164,22,7,1,23,4,1,101,1,1,1,42,7,1,1,2,2012,1,20,1
"2165",2165,22,7,1,6,2,1,101,1,15,2,17,2,2,1,14,9999,1,21,1
"2166",2166,22,7,1,23,4,1,101,1,7,1,30,5,1,4,1,9999,1,42,1
"2167",2167,22,7,1,0,1,22,2201,1,1,1,55,10,1,2,5,9999,1,44,2
"2168",2168,22,7,1,11,2,22,2201,2,99,1,31,5,1,1,1,1984,1,44,1
"2169",2169,22,7,1,21,4,21,2101,1,99,1,46,8,1,3,1,1995,1,44,1
"2170",2170,22,7,1,16,3,11,1101,1,99,1,38,6,1,1,4,9999,1,37,2
"2171",2171,22,7,1,12,3,11,1105,2,99,1,27,4,1,12,4,9999,1,44,1
"2172",2172,23,7,2,19,4,20,2011,2,99,1,999,12,1,1,9,9999,1,21,9
"2173",2173,23,7,2,14,3,20,2001,2,99,1,15,2,2,4,99,9999,2,99,9
"2174",2174,23,7,2,20,4,9,901,1,2,1,57,10,1,4,9,9999,3,2,1
"2175",2175,23,7,2,18,4,16,1613,2,99,1,56,10,1,3,4,9999,1,44,1
"2176",2176,23,7,2,4,1,18,1801,2,99,1,999,12,1,3,7,9999,2,99,9
"2177",2177,23,7,2,13,3,5,502,2,99,1,43,7,1,3,6,9999,3,44,1
"2178",2178,23,7,2,16,3,7,701,2,99,1,40,7,1,7,1,9999,4,99,1
"2179",2179,23,7,2,19,4,4,407,2,99,1,40,7,1,2,9,1999,1,34,1
"2180",2180,24,7,3,21,4,1,101,1,1,1,20,3,1,4,5,2011,1,2,1
"2181",2181,24,7,3,13,3,1,101,1,12,1,32,5,1,1,2,2000,1,34,1
"2182",2182,24,7,3,21,4,1,101,1,7,1,37,6,1,1,4,9999,1,37,1
"2183",2183,24,7,3,12,3,1,115,2,99,1,42,7,1,5,2,9999,4,29,1
"2184",2184,24,7,3,23,4,22,2201,2,99,1,27,4,1,5,2,9999,1,30,1
"2185",2185,24,7,3,17,3,10,1001,2,99,1,21,3,1,4,5,2008,1,2,1
"2186",2186,24,7,3,21,4,18,1801,2,99,1,42,7,1,3,5,2010,1,34,1
"2187",2187,24,7,3,23,4,4,401,2,99,1,999,12,1,3,2,2007,1,32,1
"2188",2188,25,7,4,20,4,1,101,1,3,1,72,11,1,1,6,9999,1,44,1
"2189",2189,25,7,4,1,1,1,102,2,99,1,24,3,1,2,5,2013,2,1,1
"2190",2190,25,7,4,18,4,1,101,1,11,1,30,5,1,1,2,9999,1,5,1
"2191",2191,25,7,4,2,1,1,101,1,12,1,29,4,1,1,2,2002,1,44,1
"2192",2192,25,7,4,2,1,1,101,1,7,1,26,4,1,4,5,9999,1,42,1
"2193",2193,25,7,4,8,2,1,115,2,99,1,40,7,1,6,3,9999,1,29,1
"2194",2194,25,7,4,12,3,22,2201,2,99,1,34,5,1,1,2,9999,1,44,1
"2195",2195,25,7,4,18,4,20,2001,2,99,1,51,9,1,2,4,9999,1,33,1
"2196",2196,25,7,4,19,4,19,1901,2,99,2,40,7,1,1,99,2004,1,44,1
"2197",2197,25,7,4,22,4,10,1001,1,1,1,19,2,1,4,5,9999,1,2,1
"2198",2198,25,7,4,15,3,11,1101,2,99,1,52,9,1,3,2,1989,1,44,1
"2199",2199,25,7,4,11,2,9,901,2,99,1,56,10,1,6,6,9999,1,15,1
"2200",2200,25,7,4,13,3,9,901,2,99,2,22,3,1,1,3,9999,1,44,1
"2201",2201,25,7,4,20,4,12,1201,2,99,2,57,10,1,3,2,9999,2,44,1
"2202",2202,25,7,4,10,2,16,1601,2,99,1,19,2,1,9,4,2007,3,99,1
"2203",2203,25,7,4,20,4,16,1601,2,99,1,26,4,1,4,1,9999,2,2,1
"2204",2204,25,7,4,4,1,14,1401,2,99,1,32,5,1,4,9,9999,3,21,1
"2205",2205,25,7,4,11,2,4,401,2,99,1,55,10,1,2,6,9999,1,23,1
"2206",2206,25,7,4,5,1,3,301,2,99,1,999,12,1,3,99,9999,2,44,1
"2207",2207,26,7,5,5,1,1,101,1,7,1,23,3,1,4,1,9999,2,2,1
"2208",2208,26,7,5,1,1,1,115,2,99,1,999,12,1,99,99,9999,2,99,1
"2209",2209,26,7,5,23,4,22,2201,2,99,1,36,6,1,6,3,1994,1,99,1
"2210",2210,26,7,5,20,4,22,2201,2,99,1,45,8,1,2,6,9999,1,99,1
"2211",2211,26,7,5,0,1,22,2201,2,99,1,22,3,1,4,5,9999,2,24,1
"2212",2212,26,7,5,22,4,5,501,2,99,1,32,5,1,3,11,9999,1,44,1
"2213",2213,26,7,5,11,2,10,1001,2,99,1,999,12,1,3,99,9999,2,99,1
"2214",2214,26,7,5,21,4,9,901,2,99,1,46,8,1,6,7,9999,1,15,1
"2215",2215,26,7,5,22,4,9,901,2,99,1,24,3,1,4,1,9999,1,24,1
"2216",2216,26,7,5,15,3,2,201,2,99,1,36,6,1,5,16,9999,1,15,1
"2217",2217,26,7,5,9,2,4,401,2,99,1,36,6,1,5,99,9999,1,23,1
"2218",2218,27,7,6,10,2,1,101,1,1,1,32,5,1,5,2,2008,1,19,1
"2219",2219,27,7,6,23,4,1,102,1,10,1,27,4,1,4,1,9999,2,41,1
"2220",2220,27,7,6,18,4,1,101,1,11,1,39,6,1,4,3,2011,1,42,1
"2221",2221,27,7,6,21,4,1,101,1,12,1,25,4,1,1,6,1994,1,99,1
"2222",2222,27,7,6,19,4,1,110,2,99,1,28,4,1,1,6,9999,1,21,1
"2223",2223,27,7,6,6,2,1,110,2,99,1,28,4,1,12,1,9999,1,22,1
"2224",2224,27,7,6,11,2,20,2001,2,99,1,56,10,1,3,2,9999,1,37,1
"2225",2225,27,7,6,17,3,5,501,2,99,1,67,11,1,3,4,2004,2,44,1
"2226",2226,27,7,6,23,4,5,501,2,99,1,53,9,1,3,3,1986,2,44,1
"2227",2227,27,7,6,17,3,5,501,2,99,1,30,5,1,1,6,9999,2,32,1
"2228",2228,27,7,6,6,2,9,902,2,99,1,999,12,1,12,99,9999,2,99,1
"2229",2229,27,7,6,19,4,15,1501,2,99,1,22,3,1,5,99,9999,1,18,1
"2230",2230,27,7,6,21,4,4,401,2,99,1,39,6,1,4,5,9999,2,42,1
"2231",2231,28,7,7,0,1,1,105,2,99,1,27,4,1,11,2,9999,1,42,2
"2232",2232,28,7,7,2,1,1,105,2,99,1,21,3,1,1,4,9999,2,32,2
"2233",2233,28,7,7,20,4,1,102,2,99,1,54,9,1,3,99,9999,1,5,1
