"","num_hecho","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","g_edad_pil","estado_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
"1290",1320,2,5,9,6,5,1,1,1,29,1,2,1,8,1991,1
"1291",80,9,1,9,5,23,4,2,1,29,1,2,1,6,1993,1
"1292",974,29,3,9,7,15,1,1,1,29,1,2,1,5,1999,1
"1293",1260,25,4,9,6,0,1,1,1,29,1,2,1,2,2006,1
"1294",214,21,1,9,3,19,1,1,1,29,1,2,1,7,9999,1
"1295",797,10,3,9,2,1,9,1,1,29,1,2,1,5,9999,1
"1296",1439,12,5,9,2,21,3,2,1,29,1,2,1,99,9999,1
"1297",1644,7,6,9,7,20,9,1,1,29,1,2,1,4,9999,1
"1298",3258,2,12,9,3,21,1,1,1,29,1,2,1,4,9999,1
"1299",3404,20,12,9,7,0,22,2,1,29,1,2,1,4,9999,1
"1300",382,5,2,9,4,4,1,1,2,29,1,2,1,99,2007,2
"1301",584,22,2,9,7,23,1,1,1,29,1,2,1,2,9999,2
"1302",1321,2,5,9,6,18,21,2,1,29,1,2,3,1,1983,1
"1303",954,27,3,9,5,20,5,2,1,29,1,2,3,3,1985,1
"1304",452,11,2,9,3,20,14,2,1,29,1,2,3,11,1986,1
"1305",982,29,3,9,7,21,14,1,1,29,1,2,3,9,1988,1
"1306",2842,8,10,9,4,20,10,2,1,29,1,2,3,3,1998,1
"1307",596,22,2,9,7,1,21,1,1,29,1,2,3,4,1999,1
"1308",914,23,3,9,1,16,5,2,1,29,1,2,3,1,1999,1
"1309",322,31,1,9,6,20,9,2,1,29,1,2,3,2,9999,1
"1310",2442,20,8,9,4,21,13,2,1,29,1,2,3,1,9999,2
"1311",207,19,1,9,1,23,4,1,1,29,1,2,4,4,2006,1
"1312",3139,13,11,9,5,15,1,2,1,29,1,2,4,99,2008,1
"1313",2145,2,8,9,7,22,3,2,1,29,1,2,4,1,9999,1
"1314",2215,2,8,9,7,22,3,2,1,29,1,2,4,1,9999,1
"1315",2285,2,8,9,7,22,3,2,1,29,1,2,4,1,9999,1
"1316",607,23,2,9,1,11,1,1,1,29,1,2,7,8,1985,1
"1317",1647,7,6,9,7,15,7,2,1,29,1,2,7,3,1990,1
"1318",1619,5,6,9,5,17,10,2,1,29,1,2,9,3,9999,1
"1319",417,8,2,9,7,8,1,1,2,29,1,1,1,8,1987,1
"1320",3335,12,12,9,6,20,1,1,1,29,1,1,1,2,1994,1
"1321",964,28,3,9,6,16,5,2,1,29,1,1,1,3,1995,1
"1322",179,17,1,9,6,23,19,2,1,29,1,1,1,2,2000,1
"1323",2915,17,10,9,6,11,1,1,1,29,1,1,1,7,2000,1
"1324",3177,20,11,9,5,10,11,1,1,29,1,1,1,6,2000,1
"1325",259,25,1,9,7,8,9,1,1,29,1,1,1,99,9999,1
"1326",1197,19,4,9,7,22,1,1,1,29,1,1,1,99,9999,1
"1327",1822,28,6,9,7,11,1,1,1,29,1,1,1,99,9999,1
"1328",3298,6,12,9,7,20,1,1,1,29,1,1,1,6,9999,1
"1329",204,19,1,9,1,13,20,2,2,29,1,1,2,4,9999,1
"1330",590,22,2,9,7,11,14,2,1,29,1,1,2,6,9999,1
"1331",1708,14,6,9,7,15,16,2,1,29,1,1,3,3,1992,1
"1332",1430,11,5,9,1,23,1,1,1,29,1,1,3,5,2005,1
"1333",1517,21,5,9,4,19,19,2,1,29,1,1,3,1,9999,1
"1334",2701,19,9,9,6,11,17,2,1,29,1,1,3,5,9999,1
"1335",1169,16,4,9,4,9,1,1,1,29,1,1,3,2,9999,3
"1336",1729,17,6,9,3,12,3,2,1,29,1,1,3,4,9999,3
"1337",3167,19,11,9,4,9,1,1,1,29,1,1,3,5,9999,3
"1338",1274,26,4,9,7,6,12,2,1,29,1,1,3,3,1991,4
"1339",313,31,1,9,6,20,11,2,1,29,1,1,4,99,2008,1
"1340",75,8,1,9,4,21,12,1,1,29,1,1,4,5,9999,1
"1341",846,15,3,9,7,19,5,2,1,29,1,1,4,3,9999,1
"1342",2160,3,8,9,1,23,18,2,1,29,1,1,4,99,9999,1
"1343",2230,3,8,9,1,23,18,2,1,29,1,1,4,99,9999,1
"1344",2300,3,8,9,1,23,18,2,1,29,1,1,4,99,9999,1
"1345",3422,21,12,9,1,9,10,2,1,29,1,1,4,5,9999,1
"1346",1386,8,5,9,5,1,21,2,1,29,1,1,4,5,2004,2
"1347",180,17,1,9,6,17,5,2,1,29,1,1,4,5,9999,2
"1348",300,30,1,9,5,9,17,2,1,29,1,1,4,5,9999,4
"1349",3171,19,11,9,4,21,1,2,1,29,1,1,4,5,9999,4
"1350",2495,24,8,9,1,9,2,2,1,29,1,1,5,2,1999,1
"1351",2627,11,9,9,5,20,15,1,1,29,1,1,5,2,2008,1
"1352",1583,31,5,9,7,14,10,2,1,29,1,1,5,4,9999,1
"1353",1297,29,4,9,3,19,2,2,1,29,1,1,6,2,1996,1
"1354",345,1,2,9,7,0,18,2,1,29,1,1,6,99,9999,1
"1355",1028,4,4,9,6,1,1,2,1,29,1,1,6,14,9999,1
"1356",886,20,3,9,5,13,5,2,1,29,1,1,6,4,9999,3
"1357",218,21,1,9,3,8,10,1,1,29,1,1,9,2,2006,1
"1358",1565,29,5,9,5,14,21,2,1,29,1,1,9,2,2009,1
"1359",438,10,2,9,2,8,1,1,1,29,1,1,11,2,2007,1
"1360",2774,29,9,9,2,11,1,1,1,29,1,1,11,2,2008,1
"1361",706,3,3,9,2,19,1,1,1,29,1,1,12,1,9999,1
"1362",3204,23,11,9,1,17,11,1,1,29,1,1,14,7,9999,3
"1363",987,30,3,9,1,0,1,1,1,30,1,9,1,11,1996,1
"1364",2555,31,8,9,1,21,6,2,1,30,1,9,1,8,1999,1
"1365",1359,5,5,9,2,16,1,2,1,30,1,9,1,99,9999,1
"1366",2645,13,9,9,7,22,1,1,1,30,1,9,1,4,9999,1
"1367",2771,28,9,9,1,21,3,2,1,30,1,9,1,99,9999,2
"1368",2423,18,8,9,2,17,16,2,1,30,1,9,1,2,2009,3
"1369",998,31,3,9,2,7,10,2,1,30,1,9,3,3,1985,1
"1370",996,31,3,9,2,9,19,2,1,30,1,9,3,2,2002,1
"1371",601,22,2,9,7,15,22,2,1,30,1,9,3,2,2003,1
"1372",3478,26,12,9,6,23,9,1,1,30,1,9,3,2,9999,2
"1373",1018,2,4,9,4,14,7,2,1,30,1,9,3,4,2002,3
"1374",794,9,3,9,1,23,19,2,1,30,1,9,3,5,2008,4
"1375",2814,4,10,9,7,5,22,2,1,30,1,9,3,2,9999,4
"1376",626,25,2,9,3,0,20,2,1,30,1,9,4,99,9999,1
"1377",1970,14,7,9,2,0,20,2,1,30,1,9,4,5,9999,1
"1378",1997,18,7,9,6,3,1,1,1,30,1,9,4,3,9999,1
"1379",2083,28,7,9,2,10,20,2,1,30,1,9,4,99,9999,1
"1380",2089,29,7,9,3,21,1,1,1,30,1,9,4,99,9999,1
"1381",2497,24,8,9,1,18,14,1,1,30,1,9,4,99,9999,1
"1382",2732,25,9,9,5,22,1,1,1,30,1,9,4,3,9999,1
"1383",2966,22,10,9,4,20,1,2,1,30,1,9,4,1,9999,1
"1384",481,14,2,9,6,4,1,1,1,30,1,9,4,1,9999,2
"1385",1823,28,6,9,7,1,1,1,1,30,1,9,4,5,9999,2
"1386",2137,2,8,9,7,7,19,2,1,30,1,9,4,99,9999,2
"1387",2207,2,8,9,7,7,19,2,1,30,1,9,4,99,9999,2
"1388",2277,2,8,9,7,7,19,2,1,30,1,9,4,99,9999,2
"1389",2990,24,10,9,6,13,16,2,1,30,1,9,4,99,9999,4
"1390",1223,21,4,9,2,10,1,2,1,30,1,9,5,99,9999,1
"1391",3081,3,11,9,2,12,1,1,1,30,1,9,5,99,9999,1
"1392",3187,21,11,9,6,14,7,2,1,30,1,9,5,2,9999,1
"1393",2724,23,9,9,3,15,9,2,1,30,1,9,5,2,1990,2
"1394",2941,19,10,9,1,12,1,1,1,30,1,9,5,3,9999,4
"1395",3316,9,12,9,3,16,20,2,1,30,1,9,6,2,1980,1
"1396",684,1,3,9,7,19,4,2,1,30,1,9,6,2,9999,1
"1397",3326,11,12,9,5,6,10,2,1,30,1,9,6,3,9999,3
"1398",108,11,1,9,7,8,12,2,1,30,1,9,9,1,2004,1
"1399",1960,13,7,9,1,5,10,2,1,30,1,9,9,5,2005,1
"1400",1152,13,4,9,1,15,12,1,1,30,1,9,9,1,9999,1
"1401",1628,6,6,9,6,9,1,1,1,30,1,9,9,99,9999,2
"1402",3252,1,12,9,2,14,10,2,1,30,1,9,11,2,2008,1
"1403",2929,18,10,9,7,11,10,1,1,30,1,9,14,1,9999,1
"1404",2070,27,7,9,1,0,1,2,1,30,1,2,1,6,1995,1
"1405",81,9,1,9,5,17,9,2,1,30,1,2,1,5,1997,1
"1406",1630,6,6,9,6,19,1,1,1,30,1,2,1,4,9999,1
"1407",1884,5,7,9,7,5,1,1,1,30,1,2,1,4,9999,1
"1408",2580,5,9,9,6,22,10,2,1,30,1,2,1,4,9999,2
"1409",1394,8,5,9,5,21,16,2,1,30,1,2,1,8,1992,4
"1410",2925,18,10,9,7,1,1,1,1,30,1,2,2,2,1986,1
"1411",2027,21,7,9,2,23,1,1,1,30,1,2,2,2,9999,1
"1412",3289,6,12,9,7,20,22,2,1,30,1,2,2,3,9999,1
"1413",2922,17,10,9,6,22,12,2,1,30,1,2,2,4,1993,2
"1414",1123,11,4,9,6,6,9,2,1,30,1,2,2,5,2000,3
"1415",1381,7,5,9,4,20,7,2,1,30,1,2,2,5,9999,3
"1416",1158,14,4,9,2,19,5,1,1,30,1,2,3,9,1986,1
"1417",3384,18,12,9,5,21,13,2,1,30,1,2,3,2,1988,1
"1418",1642,7,6,9,7,15,5,2,1,30,1,2,3,17,1995,1
"1419",459,12,2,9,4,21,1,1,1,30,1,2,3,5,1996,1
"1420",1416,10,5,9,7,18,10,1,1,30,1,2,3,2,2006,1
"1421",798,10,3,9,2,17,15,1,1,30,1,2,3,99,9999,1
"1422",1000,31,3,9,2,17,13,2,1,30,1,2,3,4,9999,1
"1423",1778,23,6,9,2,13,21,1,1,30,1,2,3,1,9999,1
"1424",3198,22,11,9,7,15,10,1,1,30,1,2,3,2,9999,1
"1425",507,15,2,9,7,21,22,1,1,30,1,2,3,2,1996,2
"1426",965,28,3,9,6,19,10,2,1,30,1,2,3,9,9999,2
"1427",1624,5,6,9,5,1,17,1,2,30,1,2,4,99,9999,4
"1428",1751,20,6,9,6,6,10,2,1,30,1,2,6,2,1994,1
"1429",2661,15,9,9,2,13,19,2,1,30,1,2,8,9,1999,1
"1430",2124,1,8,9,6,0,9,2,1,30,1,2,11,2,9999,1
"1431",2194,1,8,9,6,0,9,2,1,30,1,2,11,2,9999,1
"1432",2264,1,8,9,6,0,9,2,1,30,1,2,11,2,9999,1
"1433",2752,27,9,9,7,11,2,2,1,30,1,2,14,1,2004,1
"1434",358,2,2,9,1,22,3,2,1,30,1,1,1,2,1989,1
"1435",765,8,3,9,7,21,5,1,1,30,1,1,1,3,1990,1
"1436",877,19,3,9,4,13,1,2,2,30,1,1,1,4,1992,1
"1437",1357,5,5,9,2,23,12,2,1,30,1,1,1,2,1993,1
"1438",269,26,1,9,1,22,1,1,1,30,1,1,1,9,1994,1
"1439",2439,20,8,9,4,17,12,2,1,30,1,1,1,4,1994,1
"1440",2461,22,8,9,6,8,1,1,1,30,1,1,1,2,2001,1
"1441",2581,5,9,9,6,18,10,2,1,30,1,1,1,3,2009,1
"1442",467,13,2,9,5,19,1,1,1,30,1,1,1,4,9999,1
"1443",1012,2,4,9,4,0,1,1,2,30,1,1,1,4,9999,1
"1444",1195,19,4,9,7,14,9,2,1,30,1,1,1,4,9999,1
"1445",1650,8,6,9,1,12,1,1,1,30,1,1,1,99,9999,1
"1446",2892,15,10,9,4,15,11,2,1,30,1,1,1,3,9999,1
"1447",2181,6,8,9,4,20,9,1,1,30,1,1,1,6,1992,2
"1448",2251,6,8,9,4,20,9,1,1,30,1,1,1,6,1992,2
"1449",2321,6,8,9,4,20,9,1,1,30,1,1,1,6,1992,2
"1450",3264,2,12,9,3,14,14,2,1,30,1,1,1,5,1994,3
"1451",660,28,2,9,6,11,19,2,2,30,1,1,1,99,9999,3
"1452",639,26,2,9,4,23,4,2,1,30,1,1,2,11,9999,1
"1453",773,8,3,9,7,15,15,2,1,30,1,1,3,4,1987,1
"1454",1410,10,5,9,7,13,1,1,1,30,1,1,3,3,1987,1
"1455",1763,21,6,9,7,0,21,2,1,30,1,1,3,2,1991,1
"1456",1713,15,6,9,1,14,12,2,1,30,1,1,3,6,1993,1
"1457",3066,2,11,9,1,18,20,2,2,30,1,1,3,4,2002,1
"1458",2356,10,8,9,1,9,22,2,1,30,1,1,3,5,2007,1
"1459",3173,19,11,9,4,11,1,1,1,30,1,1,3,5,2007,1
"1460",1087,9,4,9,4,18,18,2,1,30,1,1,3,3,9999,1
"1461",3092,5,11,9,4,20,9,2,1,30,1,1,3,4,9999,1
"1462",1484,17,5,9,7,12,16,2,1,30,1,1,3,99,1980,2
"1463",1450,14,5,9,4,14,1,1,1,30,1,1,3,4,9999,2
"1464",2687,18,9,9,5,6,1,1,1,30,1,1,3,5,9999,2
"1465",201,18,1,9,7,12,3,2,1,30,1,1,3,2,1986,3
"1466",3112,8,11,9,7,0,1,1,1,30,1,1,3,5,2008,3
"1467",1585,31,5,9,7,9,17,2,1,30,1,1,4,3,2004,1
"1468",2157,3,8,9,1,17,16,2,1,30,1,1,4,1,2004,1
"1469",2227,3,8,9,1,17,16,2,1,30,1,1,4,1,2004,1
"1470",2297,3,8,9,1,17,16,2,1,30,1,1,4,1,2004,1
"1471",3308,8,12,9,2,6,15,2,2,30,1,1,4,2,2004,1
"1472",2850,9,10,9,5,14,14,2,1,30,1,1,4,1,2006,1
"1473",15,1,1,9,4,11,11,2,1,30,1,1,4,5,2008,1
"1474",977,29,3,9,7,19,1,1,1,30,1,1,4,2,2008,1
"1475",1877,4,7,9,6,0,15,1,1,30,1,1,4,1,2008,1
"1476",101,10,1,9,6,19,1,1,1,30,1,1,4,3,9999,1
"1477",240,24,1,9,6,18,21,2,1,30,1,1,4,99,9999,1
"1478",589,22,2,9,7,12,15,2,1,30,1,1,4,99,9999,1
"1479",659,28,2,9,6,18,1,1,1,30,1,1,4,5,9999,1
"1480",1593,1,7,9,1,19,17,2,1,30,1,1,4,99,9999,1
"1481",1614,4,6,9,4,10,5,2,1,30,1,1,4,5,9999,1
"1482",138,14,1,9,3,5,1,1,1,30,1,1,4,99,9999,2
"1483",301,30,1,9,5,21,10,2,1,30,1,1,4,2,9999,2
"1484",315,31,1,9,6,19,3,2,1,30,1,1,4,99,9999,4
"1485",543,18,2,9,3,17,14,2,1,30,1,1,4,99,9999,4
"1486",1804,26,6,9,5,7,9,1,1,30,1,1,5,2,2004,1
"1487",104,11,1,9,7,20,1,2,1,30,1,1,5,2,2006,1
"1488",710,3,3,9,2,15,10,1,1,30,1,1,5,2,2007,1
"1489",3417,21,12,9,1,11,1,1,1,30,1,1,6,3,1989,1
"1490",1968,14,7,9,2,5,1,1,1,30,1,1,6,99,1992,1
"1491",430,8,2,9,7,23,18,2,1,30,1,1,6,2,2000,1
"1492",2983,23,10,9,5,12,7,2,1,30,1,1,6,99,9999,1
"1493",912,23,3,9,1,3,1,1,1,30,1,1,7,2,9999,4
"1494",360,3,2,9,2,9,1,1,1,30,1,1,9,2,2007,1
"1495",1470,16,5,9,6,15,13,2,1,30,1,1,9,99,9999,1
"1496",1387,8,5,9,5,16,1,1,1,30,1,1,11,2,2007,1
"1497",668,1,3,9,7,14,1,1,1,30,1,1,12,1,9999,1
"1498",743,7,3,9,6,18,1,1,1,30,1,1,12,1,9999,1
"1499",286,27,1,9,2,9,1,1,1,30,1,1,12,1,1989,2
"1500",3055,1,11,9,7,22,19,2,1,31,1,9,1,2,2000,1
"1501",3477,26,12,9,6,22,5,2,1,31,1,9,1,2,9999,1
"1502",2935,18,10,9,7,22,16,2,1,31,1,9,1,5,2000,2
"1503",1109,11,4,9,6,12,16,2,1,31,1,9,1,2,9999,4
"1504",602,22,2,9,7,6,10,1,1,31,1,9,3,11,1987,1
"1505",3121,8,11,9,7,16,17,2,1,31,1,9,3,1,1990,1
"1506",2341,8,8,9,6,21,20,2,1,31,1,9,3,99,9999,2
"1507",3231,27,11,9,5,19,12,2,1,31,1,9,3,99,9999,2
"1508",2970,22,10,9,4,6,17,2,2,31,1,9,3,99,2005,3
"1509",2804,3,10,9,6,13,5,2,1,31,1,9,3,6,9999,3
"1510",1885,5,7,9,7,9,1,1,2,31,1,9,4,4,2004,1
"1511",2466,22,8,9,6,8,10,2,2,31,1,9,4,7,2008,1
"1512",1720,16,6,9,2,8,1,1,1,31,1,9,4,5,9999,1
"1513",2696,18,9,9,5,20,18,2,1,31,1,9,4,99,9999,1
"1514",2985,24,10,9,6,11,1,1,1,31,1,9,4,1,9999,1
"1515",1504,19,5,9,2,1,19,2,1,31,1,9,4,1,2008,2
"1516",778,8,3,9,7,1,2,2,1,31,1,9,4,99,9999,2
"1517",854,16,3,9,1,21,22,2,1,31,1,9,4,7,9999,2
"1518",2714,21,9,9,1,22,6,2,1,31,1,9,4,99,9999,4
"1519",2426,18,8,9,2,14,22,2,1,31,1,9,5,2,1982,1
"1520",1426,11,5,9,1,15,3,2,1,31,1,9,5,3,9999,1
"1521",1052,6,4,9,1,8,16,2,1,31,1,9,5,99,9999,4
"1522",2743,26,9,9,6,19,19,2,1,31,1,9,6,2,1984,1
"1523",1002,31,3,9,2,7,16,2,1,31,1,9,6,1,1986,1
"1524",1392,8,5,9,5,22,12,2,1,31,1,9,6,1,1997,1
"1525",2184,6,8,9,4,15,2,2,1,31,1,9,7,2,1993,1
"1526",2254,6,8,9,4,15,2,2,1,31,1,9,7,2,1993,1
"1527",2324,6,8,9,4,15,2,2,1,31,1,9,7,2,1993,1
"1528",3285,6,12,9,7,12,1,2,1,31,1,9,7,2,9999,1
"1529",2523,27,8,9,4,22,18,2,1,31,1,9,11,2,2007,1
"1530",723,4,3,9,3,0,4,2,1,31,1,9,14,1,9999,3
"1531",1362,6,5,9,3,19,1,1,1,31,1,2,1,2,1980,1
"1532",3286,6,12,9,7,0,22,2,1,31,1,2,1,2,1992,1
"1533",920,23,3,9,1,0,4,2,1,31,1,2,1,4,1995,1
"1534",1882,5,7,9,7,2,1,1,1,31,1,2,1,5,1998,1
"1535",86,10,1,9,6,21,1,2,1,31,1,2,1,4,9999,1
"1536",1049,6,4,9,1,0,1,1,1,31,1,2,1,1,9999,1
"1537",3163,18,11,9,3,18,19,2,1,31,1,2,1,8,9999,1
"1538",176,17,1,9,6,3,1,1,1,31,1,2,1,4,9999,2
"1539",1860,2,7,9,4,15,9,1,1,31,1,2,2,6,1995,1
"1540",516,15,2,9,7,0,12,2,1,31,1,2,3,2,1984,1
"1541",1696,14,6,9,7,1,1,1,1,31,1,2,3,2,1984,1
"1542",2165,4,8,9,2,20,9,1,1,31,1,2,3,2,1984,1
"1543",2235,4,8,9,2,20,9,1,1,31,1,2,3,2,1984,1
"1544",2305,4,8,9,2,20,9,1,1,31,1,2,3,2,1984,1
"1545",2048,24,7,9,5,18,10,2,1,31,1,2,3,3,1987,1
"1546",2482,23,8,9,7,19,16,2,1,31,1,2,3,9,9999,1
"1547",265,25,1,9,7,22,1,1,1,31,1,2,3,99,9999,2
"1548",1215,20,4,9,1,18,5,2,1,31,1,2,4,5,9999,3
"1549",1389,8,5,9,5,22,6,2,1,31,1,2,5,2,2008,1
"1550",952,27,3,9,5,20,20,2,1,31,1,2,8,2,1999,1
"1551",257,25,1,9,7,21,5,2,1,31,1,2,11,1,1979,1
"1552",1210,19,4,9,7,9,7,2,1,31,1,2,12,7,1986,1
"1553",3389,19,12,9,6,1,1,1,1,31,1,1,1,8,1994,1
"1554",3168,19,11,9,4,7,17,2,1,31,1,1,1,6,1995,1
"1555",893,21,3,9,6,23,1,1,1,31,1,1,1,6,1996,1
"1556",2015,20,7,9,1,14,1,1,2,31,1,1,1,4,1998,1
"1557",2057,25,7,9,6,23,18,2,2,31,1,1,1,4,2008,1
"1558",1666,10,6,9,3,0,5,2,1,31,1,1,1,5,9999,1
"1559",736,6,3,9,5,6,5,2,1,31,1,1,1,3,1993,2
"1560",922,24,3,9,2,15,10,2,1,31,1,1,1,6,1995,2
"1561",1724,17,6,9,3,14,19,2,1,31,1,1,1,5,2000,2
"1562",376,4,2,9,3,16,18,2,1,31,1,1,1,99,9999,2
"1563",2367,12,8,9,3,2,20,1,1,31,1,1,2,3,2004,1
"1564",811,12,3,9,4,15,12,2,1,31,1,1,3,9,1990,1
"1565",2445,20,8,9,4,20,11,2,1,31,1,1,3,5,9999,1
"1566",1107,11,4,9,6,10,10,2,1,31,1,1,3,3,9999,2
"1567",1707,14,6,9,7,9,13,2,1,31,1,1,3,3,1979,3
"1568",2765,28,9,9,1,9,13,2,1,31,1,1,3,9,1984,4
"1569",3077,3,11,9,2,16,21,1,1,31,1,1,4,3,2007,1
"1570",166,16,1,9,5,20,19,2,1,31,1,1,4,99,9999,1
"1571",188,17,1,9,6,20,1,1,1,31,1,1,4,3,2007,2
"1572",1900,6,7,9,1,18,5,1,1,31,1,1,4,3,9999,2
"1573",3052,31,10,9,6,20,1,2,1,31,1,1,5,99,9999,1
"1574",3430,22,12,9,2,16,5,2,1,31,1,1,5,2,9999,1
"1575",344,1,2,9,7,14,2,2,1,31,1,1,6,2,1998,1
"1576",29,2,1,9,5,17,18,2,1,31,1,1,6,99,9999,1
"1577",284,27,1,9,2,16,5,2,1,31,1,1,6,10,1989,3
"1578",3275,4,12,9,5,17,9,2,1,31,1,1,7,2,1994,1
"1579",2823,5,10,9,1,20,17,2,1,31,1,1,9,3,2007,1
"1580",1623,5,6,9,5,7,16,2,1,31,1,1,9,3,9999,1
"1581",2179,6,8,9,4,13,1,1,1,31,1,1,12,1,9999,1
"1582",2249,6,8,9,4,13,1,1,1,31,1,1,12,1,9999,1
"1583",2319,6,8,9,4,13,1,1,1,31,1,1,12,1,9999,1
"1584",3049,31,10,9,6,3,2,2,1,32,1,9,1,1,1985,1
"1585",631,26,2,9,4,15,1,1,1,32,1,9,1,4,1998,1
"1586",986,30,3,9,1,6,1,1,1,32,1,9,1,3,1998,1
"1587",1395,8,5,9,5,19,1,1,1,32,1,9,1,7,2002,1
"1588",1,1,1,9,4,12,1,1,1,32,1,9,1,4,2003,1
"1589",1405,9,5,9,6,0,1,1,1,32,1,9,1,2,2007,1
"1590",500,15,2,9,7,5,1,1,1,32,1,9,1,99,9999,1
"1591",902,22,3,9,7,21,1,1,1,32,1,9,1,9,9999,1
"1592",1151,13,4,9,1,14,11,2,1,32,1,9,1,4,9999,1
"1593",1843,30,6,9,2,16,16,1,1,32,1,9,1,10,9999,1
"1594",3424,21,12,9,1,14,16,2,1,32,1,9,1,4,9999,1
"1595",3000,25,10,9,7,6,1,1,1,32,1,9,1,6,1996,2
"1596",1383,7,5,9,4,22,5,2,1,32,1,9,1,5,9999,2
"1597",1749,20,6,9,6,14,19,2,1,32,1,9,1,2,9999,3
"1598",579,21,2,9,6,15,1,1,1,32,1,9,2,99,9999,1
"1599",897,21,3,9,6,17,12,2,1,32,1,9,3,9,9999,1
"1600",2959,21,10,9,3,19,10,2,1,32,1,9,3,99,9999,1
"1601",3128,9,11,9,1,22,2,2,1,32,1,9,3,5,1985,2
"1602",3322,10,12,9,4,7,10,1,1,32,1,9,3,9,2007,2
"1603",2039,22,7,9,3,6,3,2,1,32,1,9,3,5,2005,3
"1604",3528,31,12,9,4,16,8,2,1,32,1,9,3,3,9999,3
"1605",2712,20,9,9,7,13,12,2,1,32,1,9,3,11,9999,4
"1606",3458,24,12,9,4,14,13,2,1,32,1,9,3,1,9999,4
"1607",2775,29,9,9,2,10,1,1,1,32,1,9,4,5,1999,1
"1608",2830,6,10,9,2,0,11,2,1,32,1,9,4,3,2008,1
"1609",2143,2,8,9,7,1,4,2,2,32,1,9,4,7,9999,1
"1610",2213,2,8,9,7,1,4,2,2,32,1,9,4,7,9999,1
"1611",2283,2,8,9,7,1,4,2,2,32,1,9,4,7,9999,1
"1612",1671,11,6,9,4,9,6,2,1,32,1,9,4,5,9999,4
"1613",3367,16,12,9,3,9,1,1,1,32,1,9,5,2,2005,1
"1614",1253,24,4,9,5,17,5,2,1,32,1,9,5,7,9999,1
"1615",680,1,3,9,7,3,7,2,1,32,1,9,5,7,9999,4
"1616",2934,18,10,9,7,18,8,2,1,32,1,9,7,6,1995,3
"1617",3462,24,12,9,4,2,2,2,1,32,1,9,11,2,2009,1
"1618",2803,3,10,9,6,8,1,1,1,32,1,9,11,2,9999,1
"1619",1043,5,4,9,7,6,9,2,1,32,1,9,12,7,9999,1
"1620",853,15,3,9,7,17,1,1,1,32,1,9,12,9,9999,2
"1621",1403,9,5,9,6,4,4,2,1,32,1,9,12,2,1987,3
"1622",2766,28,9,9,1,14,7,2,1,32,1,9,14,99,9999,1
"1623",1730,17,6,9,3,19,3,2,1,32,1,2,1,4,1990,1
"1624",498,15,2,9,7,22,1,1,1,32,1,2,1,2,1994,1
"1625",764,8,3,9,7,21,19,1,1,32,1,2,1,5,1996,1
"1626",3190,22,11,9,7,22,1,1,1,32,1,2,1,9,1996,1
"1627",2116,1,8,9,6,3,1,1,1,32,1,2,1,3,2001,1
"1628",2186,1,8,9,6,3,1,1,1,32,1,2,1,3,2001,1
"1629",2256,1,8,9,6,3,1,1,1,32,1,2,1,3,2001,1
"1630",84,10,1,9,6,5,1,1,1,32,1,2,1,99,9999,1
"1631",687,1,3,9,7,0,22,1,1,32,1,2,1,2,9999,1
"1632",2772,28,9,9,1,0,15,1,1,32,1,2,1,99,9999,1
"1633",2864,11,10,9,7,0,22,2,1,32,1,2,1,6,9999,2
"1634",2651,13,9,9,7,16,1,1,1,32,1,2,1,3,2000,3
"1635",1907,7,7,9,2,10,22,2,1,32,1,2,2,2,1996,1
"1636",1759,20,6,9,6,18,12,2,1,32,1,2,2,99,9999,1
"1637",1780,23,6,9,2,13,11,2,1,32,1,2,3,99,1994,1
"1638",425,8,2,9,7,22,6,2,1,32,1,2,3,99,9999,1
"1639",523,16,2,9,1,13,3,2,1,32,1,2,3,4,9999,1
"1640",676,1,3,9,7,0,12,2,1,32,1,2,3,3,9999,1
"1641",1589,1,7,9,1,19,7,1,1,32,1,2,3,9,9999,1
"1642",1701,14,6,9,7,18,10,2,1,32,99,2,3,6,9999,1
"1643",1781,23,6,9,2,17,13,2,1,32,1,2,3,9,9999,1
"1644",2156,3,8,9,1,19,16,2,1,32,1,2,3,11,9999,1
"1645",2226,3,8,9,1,19,16,2,1,32,1,2,3,11,9999,1
"1646",2296,3,8,9,1,19,16,2,1,32,1,2,3,11,9999,1
"1647",1207,19,4,9,7,20,17,2,2,32,1,2,4,1,9999,1
"1648",1832,29,6,9,1,18,16,1,1,32,1,2,4,5,9999,1
"1649",769,8,3,9,7,17,9,1,1,32,1,2,4,1,2006,2
"1650",2847,9,10,9,5,0,11,2,1,32,1,2,4,3,2007,4
"1651",1363,6,5,9,3,15,22,2,1,32,1,2,5,2,2008,1
"1652",175,17,1,9,6,12,1,2,1,32,1,2,5,2,2005,3
"1653",3184,21,11,9,6,13,19,2,1,32,1,2,6,99,9999,1
"1654",190,18,1,9,7,21,1,1,1,32,1,2,10,99,2004,1
"1655",1035,4,4,9,6,3,17,2,1,32,1,1,1,11,1985,1
"1656",2373,12,8,9,3,15,9,2,1,32,1,1,1,3,1985,1
"1657",1677,11,6,9,4,9,1,1,1,32,1,1,1,2,1988,1
